time_trimmed,Vm,Cai
101979.562238079,21.868129145728,0.000299485055026349
101979.811097901,21.8473913772762,0.000301576069336438
101980.059957724,21.7994959063413,0.000303641402740386
101980.308817546,21.7295233216738,0.000305683190595574
101980.647247999,21.6068652234026,0.00030842524685188
101980.985678452,21.4610765381702,0.000311130608642782
101981.324108904,21.2999382003634,0.000313802016022099
101981.662539357,21.1297370700611,0.000316441551549286
101982.00096981,20.9554944463651,0.000319050785629634
101982.339400262,20.7811682170726,0.00032163089280225
101982.833367981,20.5328252399105,0.000325346289450309
101983.327335699,20.2975891650217,0.000329003396291975
101983.821303418,20.0797862634792,0.000332603514470192
101984.315271136,19.8819956159956,0.000336147657747502
101984.809238855,19.7055408475097,0.000339636703384465
101985.303206573,19.5508293920659,0.0003430714669024
101986.186428929,19.3276352634787,0.000349080198347654
101987.069651285,19.1684919076687,0.000354922908031891
101987.95287364,19.0668053276621,0.000360605098251207
101988.836095996,19.0160144078183,0.000366132913515302
101989.719318352,19.0099040558257,0.000371512637061872
101990.602540708,19.0424711911826,0.000376750239720844
101991.602540708,19.1190134304698,0.000382515831759574
101992.602540708,19.2307637045946,0.000388114154501211
101993.602540708,19.3717770752243,0.000393552548889686
101994.602540708,19.5373201491933,0.000398837828943171
101995.602540708,19.7234781999021,0.000403976158952887
101996.602540708,19.9268573867806,0.000408973057655368
101997.602540708,20.1445618009085,0.000413833516746531
101998.602540708,20.3741555275127,0.000418562184557417
101999.602540708,20.6136621096282,0.000423163484784316
102000.602540708,20.8614532030507,0.000427641553311524
102001.602540708,21.1161427699711,0.000432000230113875
102002.602540708,21.3765241305233,0.000436243110616821
102003.602540708,21.6415369468783,0.000440373608850992
102004.602540708,21.9102458414792,0.000444395002364046
102005.602540708,22.1818219557415,0.000448310456954682
102006.602540708,22.4555254710802,0.000452123040829068
102007.602540708,22.7306896402646,0.00045583573533654
102008.602540708,23.0067074689218,0.000459451444524013
102009.602540708,23.2830216838483,0.0004629730034136
102010.602540708,23.5591242198399,0.00046640319083407
102011.602540708,23.8345382764783,0.000469744721531004
102012.602540708,24.1088139220435,0.000473000247418307
102013.602540708,24.3815327013162,0.000476172370235571
102014.602540708,24.6523079679597,0.000479263647186743
102015.602540708,24.9207799484297,0.000482276585594875
102016.602540708,25.1866111817763,0.000485213637486787
102017.602540708,25.4494846673634,0.000488077200055624
102018.602540708,25.7091034739752,0.000490869618193283
102019.602540708,25.9651905533097,0.000493593184829522
102020.602540708,26.2174883583417,0.000496250139388943
102021.602540708,26.4657580883072,0.00049884266635755
102022.602540708,26.7097786866299,0.000501372894601881
102023.602540708,26.9493460648938,0.000503842897129131
102024.602540708,27.1842728294034,0.000506254690976688
102025.602540708,27.4143881519332,0.00050861023716977
102026.602540708,27.6395374576791,0.000510911440487896
102027.602540708,27.8595820427677,0.000513160146096446
102028.602540708,28.0743960316841,0.000515358145326409
102029.602540708,28.2838698768617,0.000517507175907665
102030.602540708,28.4879094062937,0.000519608921041898
102031.602540708,28.6864339975572,0.00052166500782986
102032.602540708,28.8793756696211,0.000523677007560136
102033.602540708,29.0666784029582,0.000525646437631767
102034.602540708,29.24829872581,0.000527574762609782
102035.602540708,29.4242054648987,0.000529463397851083
102036.602540708,29.594376247977,0.000531313704319479
102037.602540708,29.7588000125844,0.000533126994588663
102038.602540708,29.9174753826003,0.000534904531108673
102039.602540708,30.0704115598849,0.000536647532225902
102040.602540708,30.217625029925,0.000538357167818421
102041.602540708,30.3591405296516,0.000540034563560636
102042.602540708,30.4949907843767,0.000541680799885326
102043.602540708,30.6252160471739,0.000543296917727679
102044.602540708,30.7498617199298,0.000544883915453875
102045.602540708,30.8689782755438,0.000546442749829997
102046.602540708,30.9826226036473,0.000547974339423481
102047.602540708,31.0908578433344,0.000549479567368933
102048.602540708,31.1937509999542,0.000550959281396972
102049.602540708,31.2913717938618,0.000552414292467643
102050.602540708,31.3837917197646,0.00055384537773613
102051.602540708,31.4710873843071,0.000555253282489782
102052.602540708,31.5533400161906,0.000556638722871282
102053.602540708,31.6306321824833,0.000558002385564667
102054.602540708,31.7030456002041,0.000559344926212491
102055.602540708,31.7706650291501,0.000560666971583967
102056.602540708,31.8335850459096,0.000561969179025562
102057.602540708,31.8918898271743,0.000563252095875519
102058.602540708,31.9456640234766,0.000564516253181541
102059.602540708,31.9949947030745,0.000565762172395196
102060.602540708,32.0399643033431,0.000566990321330158
102061.602540708,32.0806590956801,0.000568201194452215
102062.602540708,32.1171768994718,0.000569395281153931
102063.602540708,32.1496059732377,0.000570573043127708
102064.602540708,32.1780305928848,0.000571734902956909
102065.602540708,32.2025459053639,0.000572881304146665
102066.602540708,32.2232343697657,0.000574012617072436
102067.602540708,32.2401782502095,0.000575129202137076
102068.602540708,32.2534603098517,0.000576231413157151
102069.602540708,32.2631560369923,0.000577319565503102
102070.602540708,32.2693479822728,0.000578393995498241
102071.602540708,32.2721199499095,0.000579455035398915
102072.602540708,32.2715527225313,0.000580502996301309
102073.602540708,32.267723914945,0.000581538169003746
102074.602540708,32.2607091348486,0.000582560830310539
102075.602540708,32.2505825133191,0.000583571245586258
102076.602540708,32.2374167947582,0.000584569669800657
102077.602540708,32.2212832077151,0.000585556347753567
102078.602540708,32.2022513609836,0.000586531514204492
102079.602540708,32.180389230697,0.000587495394229554
102080.602540708,32.1557631823151,0.000588448203709343
102081.602540708,32.1284379795342,0.000589390149782363
102082.602540708,32.0984767800451,0.000590321431205811
102083.602540708,32.0659411344324,0.000591242238739189
102084.602540708,32.0308909962086,0.000592152755491096
102085.602540708,31.9933847386749,0.000593053157241177
102086.602540708,31.9534791720113,0.000593943612758627
102087.602540708,31.911229559874,0.000594824284116392
102088.602540708,31.8666896383899,0.000595695326989516
102089.602540708,31.8199116387201,0.000596556890933749
102090.602540708,31.7709463117827,0.000597409119649236
102091.602540708,31.7198429536552,0.000598252151234049
102092.602540708,31.6666494315843,0.000599086118427892
102093.602540708,31.6114122111302,0.00059991114884436
102094.602540708,31.5541763844866,0.000600727365191488
102095.602540708,31.4949856995051,0.000601534885481789
102096.602540708,31.4338825890386,0.000602333823232987
102097.602540708,31.3709082005397,0.00060312428765983
102098.602540708,31.3061024259501,0.000603906383857056
102099.602540708,31.2395039317953,0.000604680212973765
102100.602540708,31.1711501893103,0.00060544587237975
102101.602540708,31.1010775044659,0.000606203455824262
102102.602540708,31.0293210478361,0.000606953053587578
102103.602540708,30.9559148842713,0.000607694752625649
102104.602540708,30.8808920023132,0.000608428636708128
102105.602540708,30.8042843432804,0.000609154786550117
102106.602540708,30.7261228299671,0.000609873279937947
102107.602540708,30.6464373949199,0.000610584191849286
102108.602540708,30.5652570082629,0.000611287594567833
102109.602540708,30.4826097050381,0.000611983557792836
102110.602540708,30.3985226120309,0.000612672148743707
102111.602540708,30.3130219740576,0.000613353432259952
102112.602540708,30.2261331797004,0.000614027470896667
102113.602540708,30.1378807864706,0.000614694325015763
102114.602540708,30.0482885453941,0.00061535405287317
102115.602540708,29.9573794250102,0.000616006710702193
102116.602540708,29.8651756347741,0.000616652352793202
102117.602540708,29.7716986478571,0.000617291031569807
102118.602540708,29.6769692233553,0.000617922797661739
102119.602540708,29.5810074279017,0.000618547699974573
102120.602540708,29.4838326566744,0.000619165785756382
102121.602540708,29.3854636538103,0.000619777100661519
102122.602540708,29.2859185322496,0.000620381688811732
102123.602540708,29.1852147929988,0.000620979592854641
102124.602540708,29.0833693437905,0.000621570854019601
102125.602540708,28.9803985171936,0.00062215551217127
102126.602540708,28.8763180891319,0.000622733605863762
102127.602540708,28.7711432940055,0.000623305172384246
102128.602540708,28.6648888414866,0.000623870247800936
102129.602540708,28.5575689333653,0.000624428867010868
102130.602540708,28.4491972792231,0.000624981063783931
102131.602540708,28.339787111062,0.00062552687080339
